score
"{'root_cause': 'rob_2_maxVel', 'score': 163.707862385753, 'paths': ['rob_2_maxVel', 'rob_2_1', 'EoL_3_X', 'score']}"
"{'root_cause': 'rob_2_4', 'score': 95.25343683548776, 'paths': ['rob_2_4', 'EoL_3_X', 'score']}"
"{'root_cause': 'rob_2_3', 'score': 94.11972342194052, 'paths': ['rob_2_3', 'EoL_3_X', 'score']}"
