size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4,size_1-1.5_5,feeder_3-1.6_6,gripper_1-1.7_7,max_Vel_2-1.8_8,size_1-2.9_9,feeder_3-2.10_10
"['EoL_5_X', 'EoL_2_X']","['cam_3_Y', 'EoL_4_X']","['cam_1_X', 'rob_1_supply']","['EoL_6_Y', 'rob_2_maxVel', 'EoL_6_X']","['cam_1_Y', 'EoL_3_X']","['EoL_6_X', 'EoL_2_Y']","['EoL_6_X', 'EoL_3_X']",['EoL_6_Y'],"['cam_1_Y', 'EoL_5_X']","['cam_3_X', 'EoL_2_X', 'EoL_3_Y']"
