size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4,size_1-1.5_5
"['EoL_5_X', 'EoL_2_X']","['cam_3_Y', 'EoL_4_X']","['cam_1_X', 'rob_1_supply']","['EoL_6_Y', 'rob_2_maxVel', 'EoL_6_X']","['cam_1_Y', 'EoL_3_X']"
