size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4,size_1-1.5_5
"['rob_1_vacuum', 'rob_2_1', 'rob_2_3']","['cam_3_X', 'rob_1_2', 'cam_3_Y']","['rob_1_2', 'cam_3_Y', 'cam_3_X']","['rob_1_2', 'cam_3_X', 'cam_3_Y']","['rob_1_2', 'cam_3_X', 'cam_3_Y']"
