size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3
"['rob_2_supply', 'cam_1_X', 'cam_1_Y']","['rob_2_supply', 'cam_3_X', 'cam_3_Y']","['rob_1_supply', 'rob_2_supply', 'cam_1_X']"
