size_1-1.1_1,feeder_3-1.2_2,gripper_1-1.3_3,max_Vel_2-1.4_4,size_1-1.5_5,feeder_3-1.6_6,gripper_1-1.7_7
"['rob_1_vacuum', 'rob_1_4', 'rob_1_3']","['cam_2_Y', 'con_3', 'con_1']","['rob_1_4', 'rob_1_3', 'rob_1_2']","['rob_1_vacuum', 'rob_1_4', 'rob_1_3']","['rob_1_vacuum', 'rob_1_4', 'rob_1_3']","['con_2', 'con_3', 'con_1']","['rob_1_4', 'rob_1_3', 'rob_1_2']"
