ID,rob_2_supply.2,rob_2_vacuum.1,cam_1_X1,rob_2_supply.3,rob_2_maxVel.2,cam_1_Y.4,EoL_1_X,con_1.3,cam_3_X,cam_1_Y.1,con_1.2,EoL_2_X,EoL_4_Y,con_3,EoL_6_Y,con_1.4,cam_2_Y,EoL_3_Y,rob_1_supply,cam_3_Y,cam_1_X4,rob_2_maxVel.3,EoL_5_X,cam_2_X,cam_1_Y.3,rob_1_vacuum,EoL_3_X,rob_2_supply.4,rob_2_supply.1,cam_1_X3,con_1.1,rob_1_3,rob_2_maxVel.1,rob_1_2,rob_1_maxVel,rob_1_4,EoL_2_Y,EoL_4_X,EoL_6_X,con_2,EoL_1_Y,rob_1_1,cam_1_Y.2,rob_2_maxVel.4,cam_1_X2,EoL_5_Y
3,99.805118066753,89.967244410498,0.6328125,99.805118066753,1.9725224456294,0.6484375,0.7578125,345,0.7578125,0.6328125,345,,,95,,345,0.765625,,30,0.765625,0.6484375,1.9725224456294,,0.7578125,0.640625,0,,99.805118066753,99.805118066753,0.6484375,345,0.0,1.9725224456294,0.0,2.0050237449523,0.0,,,,527,0.7578125,0.0,0.6328125,1.9725224456294,0.640625,
3,99.805118066753,89.967244410498,,99.805118066753,1.9725224456294,,,75.006308266862,,,75.007860473276,,,74.992960600699,,75.002660794659,,,30,,,1.9725224456294,,,,0,,99.805118066753,99.805118066753,,75.001440405904,-0.61632098963082,1.9725224456294,2.4793205448079,1.9951652938654,-0.22142993865053,,,,75.001981277996,,-2.0339877128318,,1.9725224456294,,
3,99.805118066753,89.967244410498,,99.805118066753,1.9725224456294,,,0.011219373853564,,,0.011472349595677,,,0.0036330379401054,,0.0098536284362288,,,30,,,1.9725224456294,,,,0,,99.805118066753,99.805118066753,,0.0075384987038971,2.5319038244056,1.9725224456294,6.28444674715,1.9885595208305,-2.8902314417751,,,,0.0085790728184547,,-4.8663862689275,,1.9725224456294,,
3,99.805118066753,89.967244410498,,99.805118066753,1.9725224456294,,,,,,,,,,,,,,30,,,1.9725224456294,,,,0,,99.805118066753,99.805118066753,,,4.5883398031189,1.9725224456294,6.2136558972566,1.9885595208305,-4.1599224231271,,,,,,-4.1969555875525,,1.9725224456294,,
3,99.805118066753,89.967244410498,,99.805118066753,1.9725224456294,,,,,,,,,,,,,,30,,,1.9725224456294,,,,0,,99.805118066753,99.805118066753,,,6.2422114739649,1.9725224456294,5.0655675682991,1.9885595208305,-5.1025247574508,,,,,,-2.9534492101203,,1.9725224456294,,
3,99.805118066753,89.967244410498,,99.805118066753,1.9725224456294,,,,,,,,,,,,,,30,,,1.9725224456294,,,,0,,99.805118066753,99.805118066753,,,7.1996733687729,1.9725224456294,3.3236105780836,1.9951652938654,-5.7032608464148,,,,,,-1.6490142428626,,1.9725224456294,,
3,99.805118066753,89.967244410498,,99.805118066753,1.9725224456294,,,,,,,,,,,,,,30,,,1.9725224456294,,,,0,,99.805118066753,99.805118066753,,,5.0374040500201,1.9725224456294,1.0213125301913,2.0036151334374,-4.0704724929967,,,,,,-0.21133944132476,,1.9725224456294,,
3,99.805118066753,89.967244410498,,99.805118066753,1.9725224456294,,,,,,,,,,,,,,30,,,1.9725224456294,,,,0,,99.805118066753,99.805118066753,,,2.0473086625831,1.9725224456294,-2.6487355346683,2.0036151334374,-1.7235423868055,,,,,,2.0024965085449,,1.9725224456294,,
3,99.805118066753,89.967244410498,,99.805118066753,1.9725224456294,,,,,,,,,,,,,,30,,,1.9725224456294,,,,0,,99.805118066753,99.805118066753,,,0.0,1.9725224456294,0.0,2.0036151334374,0.0,,,,,,0.0,,1.9725224456294,,
3,99.805118066753,89.967244410498,,99.805118066753,1.9725224456294,,,,,,,,,,,,,,30,,,1.9725224456294,,,,0,,99.805118066753,99.805118066753,,,-1.3863560834458,1.9725224456294,1.4201686713434,1.9860935633617,1.200010051516,,,,,,-1.4454583956219,,1.9725224456294,,
