ID,rob_2_supply.2,rob_2_2.1,rob_2_2.2,cam_1_X1,rob_2_vacuum.1,rob_2_supply.3,rob_2_1.1,rob_2_maxVel.2,cam_1_Y.4,EoL_1_X,con_1.3,cam_3_X,rob_2_supply.4,rob_2_supply.1,rob_2_maxVel.4,cam_1_Y.1,con_1.2,EoL_2_X,EoL_4_Y,rob_2_3.3,con_3,EoL_6_Y,con_1.4,cam_2_Y,EoL_3_Y,rob_1_supply,rob_2_maxVel.1,con_1.1,cam_1_Y.2,rob_2_4.2,rob_2_4.1,cam_3_Y,rob_2_3.4,cam_1_X4,rob_2_maxVel.3,EoL_5_X,rob_2_3.2,cam_2_X,cam_1_Y.3,rob_2_1.2,rob_2_3.1,rob_1_vacuum,EoL_3_X,rob_2_2.4,rob_2_1.3,cam_1_X3,rob_2_1.4,rob_1_3,rob_2_2.3,rob_1_2,rob_1_maxVel,rob_1_4,EoL_2_Y,EoL_4_X,EoL_6_X,con_2,EoL_1_Y,rob_1_1,rob_2_4.3,rob_2_4.4,cam_1_X2,EoL_5_Y
3,99.891153484431,0.0,0.0,0.6328125,0,99.6313331506,0.0,2.0129326350318,0.65625,0.7578125,345,0.7578125,99.882346931969,99.617438857908,1.999819984089,0.6328125,345,0.6484375,0.21875,0.0,95,0.2109375,345,0.734375,0.2265625,99.641050017329,1.9974268384603,345,0.6328125,0.0,0.0,0.734375,0.0,0.6484375,1.9792908220672,0.2109375,0.0,0.7578125,0.6484375,0.0,0.0,0,0.21875,0.0,0.0,0.6484375,0.0,0.0,0.0,0.0,2.0044637820417,0.0,0.6328125,0.21875,0.21875,527,0.734375,0.0,0.0,0.0,0.6328125,0.2109375
3,99.94950004752,0.33129099933661,-0.60774805479814,,0,99.6313331506,2.4628434490701,2.0018121072459,,,74.995916279496,,99.882346931969,99.617438857908,2.014451677651,,74.999766451393,,,-2.3551879383516,74.995732805597,,74.993087800295,,,99.905953697411,2.0010925944572,74.999492159703,,1.8080868094684,1.7380274059351,,-2.0962014215736,,1.9896057333491,,-2.9622166888295,,,-0.13420253193281,-2.3344102067137,0,,0.074961267952224,1.3755489640146,,1.3021085576952,-0.61598334415703,-0.9061433298387,2.4793865551714,1.9885595208305,-0.22056917472357,,,,75.001354173015,,-2.0344207033645,1.2125229457996,1.4686733753557,,
3,99.94950004752,-1.9249254981471,-3.5152535577078,,0,99.6313331506,6.9152359693654,2.0058649371644,,,0.010646801967629,,99.786212634479,99.617438857908,2.0332348992103,,0.010914058667081,,,-7.4698550390417,0.0037609802710963,,0.0096723229858335,,,99.581553246105,1.9780242387472,0.0069804309026437,,4.7340718066951,4.2135326446801,,-6.8979233079565,,2.0042892405984,,-9.2241185847271,,,1.3093046782407,-6.5673662141489,0,,-2.2861777534355,3.9701907595418,,3.4724460701772,2.5271919236352,-5.5252838841837,6.2756095689671,1.9951652938654,-2.8852876637841,,,,0.0082710152129449,,-4.8604487091886,3.8069198713386,4.6023843778759,,
3,99.94950004752,-4.6071347501195,-7.8014176593999,,0,99.6313331506,7.7842538142508,2.0309647016267,,,,,99.786212634479,99.617438857908,2.0332348992103,,,,,-6.3689200617973,,,,,,99.581553246105,1.9859801163204,,,4.3569967306437,2.0574320095143,,-7.1662470141853,,2.0145237981129,,-9.5698523806257,,,2.447156854421,-6.2768901013866,0,,-5.1113271762894,4.9592725017677,,4.6762938679511,4.5749124229504,-8.7346964915845,6.2027852897971,1.9885595208305,-4.1496141424628,,,,,,-4.1912349580069,2.9315873078527,3.8088862889181,,
3,99.94950004752,-7.0255406198413,-10.746418709458,,0,99.6313331506,7.6855303139279,2.0037852792367,,,,,99.786212634479,99.947941059788,1.9932650544054,,,,,-3.5270137400047,,,,,,99.581553246105,1.985776871213,,,3.5044012415902,0.077571107059181,,-5.8543070274219,,1.999449503205,,-6.6650660878305,,,3.4698238032085,-4.7249273609766,0,,-7.7091850828313,5.5741765775524,,5.4978180680834,6.2240810608586,-9.9466703587172,5.0616742563691,1.9885595208305,-5.0896073496012,,,,,,-2.9529827674274,1.6422218873277,2.4748646409012,,
3,99.94950004752,-8.5892860245124,-10.541433034766,,0,99.868241102626,7.3053192812434,2.0031589062974,,,,,99.786212634479,99.593272056638,1.9683873447013,,,,,-0.84574436398221,,,,,,99.581553246105,2.0272058462155,,,2.4792171615522,-1.3869786688547,,-3.5026902878602,,2.0139110448346,,-2.8606100904321,,,4.3402544317021,-2.4176095021434,0,,-9.0602936136884,5.8334460596287,,5.9545007553137,7.1819705371527,-9.3782355386489,3.328626889548,2.0250589673818,-5.6896964397207,,,,,,-1.65347781621,0.35700720621232,1.1280087722712,,
3,99.94950004752,-4.614794228313,-8.4001784401906,,0,99.868241102626,3.6692933025592,2.0305285039688,,,,,99.611405491896,99.802223027558,2.014451677651,,,,,3.8986374820519,,,,,,99.581553246105,1.985776871213,,,1.2930616911712,-1.8679769341278,,-0.9991884334198,,2.0139110448346,,-0.0046935401418258,,,4.5824206133754,0.23124631736515,0,,-8.5940862820372,4.0163246686351,,5.8256501815894,5.0751072739158,-5.692565859787,1.0389104340452,2.0036151334374,-4.0997602839926,,,,,,-0.22269936638364,-2.4263236325535,-0.17732534454411,,
3,99.94950004752,-1.0773188706968,-4.222637822188,,0,99.868241102626,0.79219175032735,2.0305285039688,,,,,99.611405491896,99.802223027558,2.014451677651,,,,,0.0,,,,,,99.581553246105,1.9780242387472,,,-2.0060718530396,-1.0158724533483,,3.7380042658229,,2.0139110448346,,4.1195101297956,,,2.8989347242944,1.7598844920573,0,,-4.6284633855956,0.0,,3.3701822467857,2.0592204710405,0.0,-2.6445853261217,2.0036151334374,-1.7334096104964,,,,,,2.0012064485905,0.0,-2.569018057612,,
3,99.94950004752,-4.2093511822783,0.0,,0,99.868241102626,3.134710862546,2.0305285039688,,,,,99.611405491896,99.802223027558,2.014451677651,,,,,-1.8602504348498,,,,,,99.581553246105,1.9780242387472,,,0.0,-3.6391396066376,,0.0,,2.0139110448346,,0.0,,,0.0,5.6391546808753,0,,0.0,-1.4666278516356,,0.0,0.0,1.9401530702246,0.0,2.0036151334374,0.0,,,,,,0.0,1.6742062062965,0.0,,
3,99.94950004752,0.0,2.1327185051044,,0,99.867921759564,0.0,2.0305285039688,,,,,99.611405491896,99.802223027558,2.014451677651,,,,,-5.1505598109917,,,,,,99.817953790772,1.9780242387472,,,1.8647206437606,0.0,,-2.020514815957,,2.0197302201549,,-2.0563006415036,,,-1.6236139975374,0.0,89.581553246105,,2.0707940429057,-3.1833792066224,,-1.5630790760061,-1.3824373962979,4.0917346716286,1.415725342095,2.0134647799236,1.1967158382558,,,,,,-1.4416293901297,4.0022393761786,1.7790686956257,,
3,99.660642238868,2.3508678631845,3.971479571087,,89.882919323228,99.868241102626,-1.8059810654854,2.0015525155059,,,,,99.926487638854,99.802223027558,1.999819984089,,,,,-1.0925660378831,,,,,,99.817953790772,1.9780242387472,,,3.9489330369787,2.0631194879835,,-5.0886803348815,,2.0113857356781,,-5.0217831243849,,,-3.1152591882706,-2.3981941024047,89.581553246105,,4.0309019853732,-2.6664326415226,,-3.1378352243412,-3.6092308027937,3.5359292918078,4.6311329413879,2.0161824128381,3.1939900117828,,,,,,-4.1654179686348,1.2014763872424,3.956784304341,,
3,99.660642238868,3.8092862773636,3.3922585187613,,89.792700909005,99.555690937848,-3.0308836844842,1.9786920498708,,,,,99.94973911604,99.548151595249,2.0259872449262,,,,,1.1951399498941,,,,,,99.817953790772,1.9827891091874,,,0.83258882524437,3.8832342081576,,-0.56900216322153,,2.0299287885786,,-1.3091448213942,,,-2.4474141849688,-4.8572666664746,89.581553246105,,3.8007991235394,-5.8805990784485,,-3.1901898234233,-2.6917515404637,8.5395160987894,0.31473761717166,1.9885595208305,2.2851739286969,,,,,,-0.50820183550448,-0.27219583895257,2.0974055361865,,
3,99.660642238868,3.0256889176523,8.8040957176668,,89.792700909005,99.555690937848,-2.0114466571576,1.9835193247467,,,,,99.94973911604,99.548151595249,1.9952409334628,,,,,3.6191107493653,,,,,,99.817953790772,1.9450003639139,,,-0.60061555920176,0.12458233533324,,1.9121629314915,,1.9863793508616,,0.55355336603852,,,-5.6279326108715,-1.3874609234043,89.581553246105,,8.2249708560406,-5.7677047792004,,-6.9653451673229,-6.8560079057485,8.8327225024729,-2.2002833904162,1.9650394902504,5.5056981750651,,,,,,1.309637054412,-1.6160955428417,1.1417906768057,,
3,99.632125597263,8.3942583452287,9.7050612696168,,89.792700909005,99.555690937848,-4.5877274214383,1.9570885805161,,,,,99.94973911604,99.548151595249,2.0401949267269,,,,,5.9301591240099,,,,,,99.581553246105,1.9450003639139,,,-1.9141492009995,-1.8176156905501,,4.1911651003114,,2.0001106715345,,3.1110540981057,,,-5.3852115816579,0.17987205344255,89.545635425243,,7.3589204866263,-5.1587667100233,,-7.3890717890894,-6.7107692469122,7.5850707850705,-4.1154522250956,1.9977037679557,5.2247433780857,,,,,,2.6478572405412,-2.963133031316,-0.34555147716516,,
