ID,cam_1_X1,cam_1_Y.4,EoL_1_X,con_1.3,cam_3_X,cam_1_Y.1,con_1.2,EoL_2_X,EoL_4_Y,con_3,EoL_6_Y,con_1.4,cam_2_Y,EoL_3_Y,rob_1_supply,cam_3_Y,cam_1_X4,EoL_5_X,cam_2_X,cam_1_Y.3,rob_1_vacuum,EoL_3_X,cam_1_X3,rob_1_3,rob_1_2,rob_1_maxVel,rob_1_4,EoL_2_Y,EoL_4_X,EoL_6_X,con_2,EoL_1_Y,rob_1_1,cam_1_Y.2,con_1.1,cam_1_X2,EoL_5_Y
3,0.5078125,0.515625,0.7421875,345,0.7421875,0.5078125,345,0.6484375,,95,,345,0.734375,,99.670048558707,0.734375,0.5078125,,0.7421875,0.515625,0,,0.5234375,0.0,0.0,1.9650394902504,0.0,0.6328125,,,527,0.7421875,0.0,0.5078125,345,0.5078125,
3,,,,75.005552576269,,,75.008526449978,,,74.988742454354,,75.000747061904,,,99.905953697411,,,,,,0,,,-0.61552835748052,2.4796255651237,1.9885595208305,-0.21913463299241,,,,74.995735939938,,-2.0349553604089,,75.001896582122,,
3,,,,0.010477633852041,,,0.010780856138129,,,0.003532402931921,,0.0093299629567077,,,99.581553246105,,,,,,0,,,2.5176576387596,6.2582988883672,1.9951652938654,-2.8755077030762,,,,0.0085118870338593,,-4.8476128078277,,0.0073496552482978,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,4.5483675566132,6.1817238318413,1.9951652938654,-4.1287989057517,,,,,,-4.1788449311122,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,6.1886368004556,5.0543940135656,1.9885595208305,-5.0631185289392,,,,,,-2.9514917742791,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,7.1471365921384,3.3385326348291,1.9951652938654,-5.6614417381379,,,,,,-1.6624138804244,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,5.1507859129337,1.0746521314244,1.9977037679557,-4.1578278870636,,,,,,-0.24537954408211,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,2.0847521796063,-2.6362337602438,1.9977037679557,-1.7542775283462,,,,,,1.998347921948,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,0,,,0.0,0.0,1.9977037679557,0.0,,,,,,0.0,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.581553246105,,,-1.3747959491892,1.4069770879898,2.0051335329456,1.190111519446,,,,,,-1.433855054376,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.581553246105,,,-3.612479206597,4.6345598861023,1.9999837367206,3.1963423069656,,,,,,-4.1674520159444,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.581553246105,,,-2.6934092173434,0.31729237158741,2.0036151334374,2.286228950657,,,,,,-0.50966108985676,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.581553246105,,,-6.8376151959201,-2.1915871853494,2.0235660389138,5.4904087308979,,,,,,1.3039722861855,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.581553246105,,,-6.689066289683,-4.090582872999,1.9885595208305,5.2076005040124,,,,,,2.6300655383045,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.581553246105,,,-5.5113523074528,-5.5992496808694,2.0161824128381,4.3402779801807,,,,,,3.8545172672157,,,,
3,,,,,,,,,,,,,,,99.581553246105,,,,,,89.545635425243,,,-3.7494861227605,-6.4486440206966,1.9977037679557,3.2141511195637,,,,,,4.8524519802333,,,,
